,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,Age,Height,Weight,Number of siblings,Gender_female,Gender_male,Left - right handed_left handed,Left - right handed_right handed,Education_college/bachelor degree,Education_currently a primary school pupil,Education_doctorate degree,Education_masters degree,Education_primary school,Education_secondary school,Only child_no,Only child_yes,Village - town_city,Village - town_village,House - block of flats_block of flats,House - block of flats_house/bungalow
601,5.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,19.0,164.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
604,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,21.0,170.0,53.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
605,5.0,1.0,4.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,21.0,185.0,65.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
610,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,20.0,183.0,83.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
611,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,18.0,168.0,57.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
613,5.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,18.0,162.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
614,5.0,1.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,22.0,164.0,64.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
616,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,19.0,178.0,71.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
618,5.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,23.0,173.0,65.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
619,5.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,27.0,175.0,83.0,4.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
620,5.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,20.0,183.0,75.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
622,5.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,18.0,161.0,74.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
625,5.0,2.0,3.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,1.0,4.0,19.0,163.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
626,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,1.0,2.0,22.0,162.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
628,5.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,19.0,172.0,68.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
632,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,17.0,178.0,80.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
633,5.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,21.0,180.0,67.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
634,4.0,1.0,2.0,4.0,5.0,2.0,3.0,5.0,4.0,3.0,1.0,2.0,19.0,170.0,63.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
639,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,18.0,178.0,70.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
640,5.0,1.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,21.0,173.0,53.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
641,5.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,17.0,175.0,76.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
642,4.0,1.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,22.0,180.0,89.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
645,4.0,1.0,4.0,5.0,1.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,23.0,179.0,77.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
648,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,23.0,158.0,64.0,3.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
650,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,3.0,3.0,5.0,20.0,188.0,79.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
652,5.0,1.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,1.0,5.0,21.0,193.0,75.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
653,5.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,22.0,165.0,52.0,0.0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
654,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,24.0,178.0,80.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
655,5.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,19.0,174.0,70.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
658,5.0,2.0,2.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,22.0,176.0,74.0,3.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
661,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,19.0,165.0,70.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
662,4.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,21.0,162.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
665,5.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,20.0,173.0,50.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
666,4.0,5.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,20.0,164.0,60.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
667,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,23.0,172.0,77.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
670,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,23.0,170.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
671,4.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,22.0,165.0,57.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
672,4.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,28.0,166.0,60.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
673,4.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,22.0,170.0,52.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
674,4.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,18.0,173.0,67.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
675,5.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,25.0,165.0,75.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
678,3.0,4.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,23.0,162.0,65.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
679,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,21.0,185.0,70.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
680,5.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,25.0,160.0,55.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
681,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,28.0,180.0,70.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
682,5.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,19.0,172.0,75.0,4.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
684,5.0,2.0,4.0,5.0,4.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,28.0,165.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
688,5.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,18.0,165.0,48.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
689,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,18.0,174.0,64.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
690,5.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,18.0,182.0,63.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
691,5.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,17.0,168.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
692,5.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,21.0,168.0,62.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
694,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,21.0,187.0,73.0,4.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
695,4.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,1.0,5.0,23.0,167.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
697,5.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,5.0,20.0,168.0,76.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
699,5.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,20.0,170.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
700,5.0,3.0,3.0,2.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,5.0,26.0,168.0,65.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
701,5.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,21.0,175.0,70.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
702,4.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,19.0,185.0,83.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
704,5.0,1.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,1.0,3.0,21.0,171.0,60.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
705,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,22.0,172.0,60.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
707,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,21.0,162.0,51.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
709,5.0,3.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,17.0,167.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
710,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,20.0,163.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
711,3.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,22.0,170.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
713,3.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,19.0,168.0,60.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
714,5.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,25.0,164.0,63.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
716,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,29.0,173.0,81.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
717,5.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,17.0,173.0,54.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
719,5.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,19.0,185.0,75.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
720,5.0,1.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,1.0,4.0,18.0,170.0,75.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
721,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,20.0,174.0,60.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
724,5.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,19.0,180.0,70.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
725,5.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,19.0,176.0,66.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
727,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,19.0,175.0,80.0,1.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
728,5.0,5.0,3.0,5.0,3.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,18.0,180.0,75.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
731,5.0,4.0,4.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,18.0,163.0,57.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
732,4.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,19.0,170.0,63.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
734,4.0,1.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,19.0,168.0,56.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
737,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,21.0,180.0,61.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
739,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,23.0,165.0,60.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
740,5.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,17.0,182.0,84.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
741,5.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,4.0,3.0,1.0,3.0,18.0,173.0,65.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
742,5.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,26.0,183.0,90.0,5.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
743,1.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,22.0,186.0,65.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
747,5.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,18.0,170.0,75.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
749,5.0,1.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,17.0,175.0,64.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
750,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,22.0,175.0,86.0,6.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
751,5.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,5.0,21.0,168.0,49.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
752,4.0,1.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,21.0,162.0,51.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
753,5.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,19.0,171.0,49.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
754,4.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,26.0,186.0,98.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
757,5.0,1.0,3.0,3.0,5.0,1.0,5.0,2.0,3.0,5.0,3.0,2.0,19.0,159.0,52.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
758,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,20.0,197.0,100.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
760,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,25.0,167.0,49.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
761,5.0,4.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,23.0,192.0,86.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
762,5.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,24.0,190.0,84.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
764,5.0,1.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,19.0,172.0,50.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
765,5.0,3.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,18.0,186.0,76.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
768,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,26.0,185.0,92.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
769,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,167.0,63.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
770,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,16.0,170.0,54.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
771,5.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,18.0,174.0,64.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
772,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,20.0,170.0,53.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
773,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,168.0,70.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
774,4.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,20.0,171.0,62.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
775,5.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,19.0,165.0,51.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
779,5.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,17.0,167.0,48.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
780,5.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,18.0,174.0,64.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
781,4.0,4.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,20.0,171.0,63.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
782,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,17.0,170.0,55.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
784,5.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,19.0,190.0,80.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
787,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,16.0,177.0,70.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
791,5.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,3.0,19.0,162.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
792,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,5.0,21.0,192.0,93.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
794,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,23.0,190.0,95.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
795,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,30.0,173.0,69.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
797,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,19.0,185.0,65.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
798,5.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,18.0,160.0,55.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
799,5.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,18.0,203.0,89.0,2.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
800,5.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,1.0,2.0,5.0,17.0,185.0,70.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
802,5.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,19.0,172.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
804,5.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,21.0,173.0,62.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
805,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,17.0,165.0,53.0,3.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
807,5.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,20.0,187.0,95.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
808,5.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,20.0,181.0,73.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
809,4.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,18.0,176.0,76.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
810,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,20.0,180.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
811,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,20.0,178.0,66.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
812,5.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,17.0,175.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
816,5.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,21.0,180.0,63.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
817,3.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,5.0,1.0,4.0,3.0,23.0,170.0,70.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
818,3.0,5.0,5.0,5.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,24.0,178.0,80.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
819,4.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,17.0,160.0,48.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
820,5.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,18.0,162.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
821,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,17.0,185.0,99.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
822,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,19.0,175.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
823,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,5.0,21.0,188.0,81.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
824,5.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,29.0,170.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
826,5.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,20.0,158.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
